epoch,step,train_loss,val_loss
118,118,0.010544238612055779,
119,119,0.010369495488703251,
120,120,0.010199417360126972,
121,121,0.010033785365521908,
122,122,0.00987285003066063,
123,123,0.0097164586186409,
124,124,0.009564291685819626,
125,125,0.009415922686457634,
126,126,0.009271128103137016,
127,127,0.009129650890827179,
128,128,0.008991277776658535,
129,129,0.008855977095663548,
130,130,0.008723546750843525,
131,131,0.00859373714774847,
132,132,0.008466428145766258,
133,133,0.008341564796864986,
134,134,0.008219107985496521,
135,135,0.008098980411887169,
136,136,0.007981088012456894,
137,137,0.007865438237786293,
138,138,0.0077519724145531654,
139,139,0.007640691939741373,
140,140,0.007531585171818733,
141,141,0.007424646057188511,
142,142,0.007319826167076826,
143,143,0.007217035163193941,
144,144,0.00711618410423398,
145,145,0.007017166819423437,
146,146,0.006919886916875839,
147,147,0.006824299693107605,
148,148,0.006730352062731981,
149,149,0.006637980230152607,
150,150,0.006547112949192524,
151,151,0.006457687355577946,
152,152,0.006369650363922119,
153,153,0.006282973103225231,
154,154,0.006197628565132618,
155,155,0.0061136772856116295,
156,156,0.006031330209225416,
157,157,0.005951843690127134,
158,158,0.005878549534827471,
159,159,0.0058158631436526775,
160,160,0.005747830495238304,
161,161,0.005653613246977329,
162,162,0.005561834666877985,
163,163,0.005501923151314259,
164,164,0.005437698680907488,
165,165,0.005349872633814812,
166,166,0.005278003867715597,
167,167,0.00522178690880537,
168,168,0.005147654563188553,
169,169,0.005072612781077623,
170,170,0.005015417467802763,
171,171,0.0049517774023115635,
172,172,0.004879449028521776,
173,173,0.0048196990974247456,
174,174,0.004762209951877594,
175,175,0.004695345647633076,
176,176,0.004633829928934574,
177,177,0.004579143598675728,
178,178,0.004518555477261543,
179,179,0.004457082133740187,
180,180,0.004402696155011654,
181,181,0.004347607959061861,
182,182,0.004288684111088514,
183,183,0.004233343992382288,
184,184,0.004181460477411747,
185,185,0.004127046559005976,
186,186,0.004071966744959354,
187,187,0.00402036914601922,
188,188,0.003970042802393436,
189,189,0.00391808245331049,
190,190,0.0038663409650325775,
191,191,0.0038171422202140093,
192,192,0.0037689877208322287,
193,193,0.003719960106536746,
194,194,0.00367107056081295,
195,195,0.0036238268949091434,
196,196,0.0035778789315372705,
197,197,0.0035320166498422623,
198,198,0.0034859259612858295,
199,199,0.003440526546910405,
200,200,,0.013284183107316494
